desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment
469569000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091908646_s.jpg,2022-08-09,금남면 주곡길 15-17,[개] 믹스견,검정 혼합,2022(년생),2.8(Kg),세종-세종-2022-00272,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091908646.jpg,보호중,M,U,4개월 추정,세종유기동물보호센터,010-4435-3720,세종특별자치시  전동면 미륵당1길 188 (전동면),세종특별자치시,동물복지담당,044-300-7615,
469569000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091908944_s.jpg,2022-08-09,금남면 주곡길 15-17,[개] 믹스견,베이지색 혼합,2022(년생),2.43(Kg),세종-세종-2022-00271,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091908944.jpg,보호중,F,U,4개월 추정,세종유기동물보호센터,010-4435-3720,세종특별자치시  전동면 미륵당1길 188 (전동면),세종특별자치시,동물복지담당,044-300-7615,
469569000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091908621_s.jpg,2022-08-09,금남면 주곡길 15-17,[개] 믹스견,베이지색,2019(년생),6(Kg),세종-세종-2022-00270,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091908621.jpg,보호중,M,U,심장사상충 음성,세종유기동물보호센터,010-4435-3720,세종특별자치시  전동면 미륵당1길 188 (전동면),세종특별자치시,동물복지담당,044-300-7615,
469569000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091908333_s.jpg,2022-08-09,금남면 주곡길 15-17,[개] 믹스견,흰색 혼합,2019(년생),4(Kg),세종-세종-2022-00269,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091908333.jpg,보호중,M,U,심장사상충 음성,세종유기동물보호센터,010-4435-3720,세종특별자치시  전동면 미륵당1길 188 (전동면),세종특별자치시,동물복지담당,044-300-7615,
448567000000000,http://www.animal.go.kr/files/shelter/2022/07/20220809140822_s.jpg,2022-08-09,의창구 북면 신리길 12 상은유통 앞,[개] 믹스견,흰색,2022(년생),2.5(Kg),경남-창원1-2022-00366,2022-08-09,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/20220809140822.jpg,보호중,F,N,L-8-1-14 너무 귀엽게 생긴 애기. 파란+빨간색목줄착용. 장난꾸러기. 주인분~빨리 오세요~,창원유기동물보호소,055-225-5701,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과",경상남도 창원시 의창성산구,창원시의창성산구,055-225-5701,
448540000000000,http://www.animal.go.kr/files/shelter/2022/07/202208090908775_s.jpg,2022-08-09,"칠서면 칠평로 63 , 에이스@경비실",[개] 푸들,검정,2015(년생),2.2(Kg),경남-함안-2022-00323,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208090908775.jpg,종료(반환),F,U,"전체미용 , 옷 착용 , 이빨 상태가 좋치 못함 , 스켈링 필요",함안군유기동물보호소,010-6248-2131,경상남도 함안군 가야읍 함안대로 755,경상남도 함안군,함안군,055-580-4394,
448540000000000,http://www.animal.go.kr/files/shelter/2022/07/202208090908926_s.jpg,2022-08-09,"군북면 장백로180 ,정원포장물류",[개] 진도견,갈색,2022(년생),4.8(Kg),경남-함안-2022-00322,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208090908926.jpg,보호중,F,N,"온순하고 애교많음고, 빨간색 철물점 목걸이 착용",함안군유기동물보호소,010-6248-2131,경상남도 함안군 가야읍 함안대로 755,경상남도 함안군,함안군,055-580-4394,
448540000000000,http://www.animal.go.kr/files/shelter/2022/07/202208090908379_s.jpg,2022-08-09,함안면 북촌1길 80,[개] 시베리안 허스키,"하양,검정",2021(년생),20.0(Kg),경남-함안-2022-00321,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208090908379.jpg,보호중,F,U,온순하고 애교많음,함안군유기동물보호소,010-6248-2131,경상남도 함안군 가야읍 함안대로 755,경상남도 함안군,함안군,055-580-4394,
448539000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091408572_s.jpg,2022-08-09,의령읍 희가로 공원,[개] 믹스견,갈색,2019(년생),7(Kg),경남-의령-2022-00137,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091408572.jpg,종료(반환),M,U,"순함,사람경계함, 주황색목줄착용",만하농장,055-570-4202,경상남도 의령군 의령읍 남강로 485-75,경상남도 의령군,의령군,055-570-4202,
448538000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091408494_s.jpg,2022-08-09,양산경찰서부근,[개] 치와와,갈색흰색,2012(년생),1.9(Kg),경남-양산-2022-00183,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091408494.jpg,보호중,F,U,갈색흰색,양산시 동물보호센터,055-392-5669,경상남도 양산시 동면 석산리 392 양산시농업기술센터,경상남도 양산시,양산시,055-392-5663,
448538000000000,http://www.animal.go.kr/files/shelter/2022/07/20220809140818_s.jpg,2022-08-09,상북면석계공원묘지,[개] 믹스견,갈색,2022(년생),1.1(Kg),경남-양산-2022-00182,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/20220809140818.jpg,보호중,M,U,갈색  겁이많고입질이심함,양산시 동물보호센터,055-392-5669,경상남도 양산시 동면 석산리 392 양산시농업기술센터,경상남도 양산시,양산시,055-392-5663,
448538000000000,http://www.animal.go.kr/files/shelter/2022/07/20220809140859_s.jpg,2022-08-09,상북면석계공원묘지,[개] 믹스견,검정갈색,2022(년생),1.3(Kg),경남-양산-2022-00181,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/20220809140859.jpg,보호중,M,U,검정갈색  생후2개월추정 겁이많아입질이심함,양산시 동물보호센터,055-392-5669,경상남도 양산시 동면 석산리 392 양산시농업기술센터,경상남도 양산시,양산시,055-392-5663,
448538000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091408612_s.jpg,2022-08-09,상북면석계공원묘지,[개] 믹스견,검정갈색,2022(년생),1.2(Kg),경남-양산-2022-00180,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091408612.jpg,보호중,M,U,검정 생후2개월추정 겁이많아입질이심함,양산시 동물보호센터,055-392-5669,경상남도 양산시 동면 석산리 392 양산시농업기술센터,경상남도 양산시,양산시,055-392-5663,
448538000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091308277_s.jpg,2022-08-09,남부시장내,[고양이] 한국 고양이,검정,2022(년생),0.4(Kg),경남-양산-2022-00179,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091308277.jpg,보호중,Q,U,검정,양산시 동물보호센터,055-392-5669,경상남도 양산시 동면 석산리 392 양산시농업기술센터,경상남도 양산시,양산시,055-392-5663,
448538000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091308937_s.jpg,2022-08-09,남부시장내,[고양이] 한국 고양이,검정노랑흰색,2022(년생),0.5(Kg),경남-양산-2022-00178,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091308937.jpg,보호중,Q,U,검정노랑흰색 생후4주추정,양산시 동물보호센터,055-392-5669,경상남도 양산시 동면 석산리 392 양산시농업기술센터,경상남도 양산시,양산시,055-392-5663,
448534000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091308881_s.jpg,2022-08-09,삼천포 여자고등학교,[고양이] 한국 고양이,치즈,2022(년생),0.09(Kg),경남-사천-2022-00319,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091308881.jpg,보호중,Q,N,사람을 경계하며  하악질을 함. 사람의 손길이 필요한 야옹이 ★,사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시농업기술센터,경상남도 사천시,강환희,055-831-3768,
448534000000000,http://www.animal.go.kr/files/shelter/2022/07/202208090908156_s.jpg,2022-08-09,용현 목화휴게소,[개] 믹스견,"갈색,흰색",2019(년생),7(Kg),경남-사천-2022-00318,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208090908156.jpg,보호중,M,N,사람을 좋아하나 방심하면 입질을 함.,사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시농업기술센터,경상남도 사천시,강환희,055-831-3768,
448533000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091508180_s.jpg,2022-08-09,통영소방서 구조대 앞,[고양이] 믹스묘,"갈색,흰색,검정색",2022(년생),0.6(Kg),경남-통영-2022-00300,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091508180.jpg,보호중,Q,U,생후 2개월 추정(2022.08.09. 기준),통영시동물보호센터,055-650-6253,경상남도 통영시 광도면 전두1길 9-8,경상남도 통영시,최민정,055-650-6254,
448532000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091708592_s.jpg,2022-08-09,대야남로 69 부근,[개] 포메라니안,흰색,2018(년생),4(Kg),경남-창원3-2022-00222,2022-08-09,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208091708592.jpg,보호중,F,N,피부병 심함,진해유기동물보호소,055-225-5701,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,경상남도 창원시 진해구,창원진해구,055-225-5701,
448531000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091708500_s.jpg,2022-08-09,진주시 진이로 642-9,[개] 믹스견,갈색+겅정색+흰색,2020(년생),12.5(Kg),경남-진주-2022-00464,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091708500.jpg,보호중,F,N,순함 겁이많음,진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설)",경상남도 진주시,진주시청,055-749-6204,
448528000000000,http://www.animal.go.kr/files/shelter/2022/08/202208111608307_s.jpg,2022-08-09,육호광장,[개] 믹스견,흰색,2012(년생),8(Kg),경남-창원2-2022-00199,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/08/202208111608307.jpg,보호중,M,U,"순함, 매우 통통함, 코랑 눈이 갈색, 왼쪽 앞다리에 미용기로 밀었던 자국있음",마산유기동물보호소,055-225-5701,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,경상남도 창원시 마산합포회원구,창원시마산합포회원구,055-225-5701,
447523000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091008753_s.jpg,2022-08-09,보문면 오산리,[개] 진도견,흰색,2021(년생),25(Kg),경북-예천-2022-00282,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091008753.jpg,보호중,M,U,"요리보고 저리봐도 매력덩어리~남아지만 새침하고 조용함, 새침한 매력에 빠질분 나타나세요~",예천군유기동물보호소,054-650-8167,"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소)",경상북도 예천군,예천군,054-650-8167,
447522000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091808553_s.jpg,2022-08-09,석적읍도개리 요술고개,[개] 치와와,검은색 갈색,2019(년생),3(Kg),경북-칠곡-2022-00220,2022-08-09,2022-08-17,http://www.animal.go.kr/files/shelter/2022/07/202208091808553.jpg,종료(입양),M,Y,상습유기지역에서신고 3마리한장소에발견,칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍),경상북도 칠곡군,동물보호담당,054-979-6493,
447522000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091808875_s.jpg,2022-08-09,석적읍도개리 요술고개,[개] 치와와,검은색 갈색,2019(년생),3(Kg),경북-칠곡-2022-00219,2022-08-09,2022-08-17,http://www.animal.go.kr/files/shelter/2022/07/202208091808875.jpg,종료(입양),F,U,상습유기지역에서신고 3마리한장소에발견 가장어리고작은아이,칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍),경상북도 칠곡군,동물보호담당,054-979-6493,
447522000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091808355_s.jpg,2022-08-09,석적읍도개리 요술고개,[개] 치와와,검은색 갈색,2017(년생),3(Kg),경북-칠곡-2022-00218,2022-08-09,2022-08-17,http://www.animal.go.kr/files/shelter/2022/07/202208091808355.jpg,보호중,F,U,상습유기지역에서신고 3마리한장소에발견,칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍),경상북도 칠곡군,동물보호담당,054-979-6493,
447522000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091608440_s.jpg,2022-08-09,지천면송정리3-11,[개] 비숑 프리제,흰색,2021(년생),6(Kg),경북-칠곡-2022-00217,2022-08-09,2022-08-17,http://www.animal.go.kr/files/shelter/2022/07/202208091608440.jpg,종료(입양),M,Y,목줄없이차도돌아다님 동물등록미비 사람잘따름,칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍),경상북도 칠곡군,동물보호담당,054-979-6493,
447520000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091308894_s.jpg,2022-08-09,성산면 기족1길15,[개] 믹스견,연한회색,2022(년생),4.00(Kg),경북-고령-2022-00140,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091308894.jpg,보호중,F,N,겁이 많음,고령군 임시보호소,010-8589-9575,경상북도 고령군 운수면 하법길 37 (운수면),경상북도 고령군,고령군,054-950-7472,
447520000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091308378_s.jpg,2022-08-09,성산면 기족1길15,[개] 믹스견,연한회색,2022(년생),4.00(Kg),경북-고령-2022-00139,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091308378.jpg,보호중,F,N,겁이많음,고령군 임시보호소,010-8589-9575,경상북도 고령군 운수면 하법길 37 (운수면),경상북도 고령군,고령군,054-950-7472,
447520000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091308981_s.jpg,2022-08-09,성산면 개경포로 2083-5,[개] 골든 리트리버,"황토색,흰색",2019(년생),15.00(Kg),경북-고령-2022-00138,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091308981.jpg,보호중,F,N,검은색 목줄,고령군 임시보호소,010-8589-9575,경상북도 고령군 운수면 하법길 37 (운수면),경상북도 고령군,고령군,054-950-7472,
447520000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091308907_s.jpg,2022-08-09,성산면 사무소,[개] 믹스견,흰색,2018(년생),12.00(Kg),경북-고령-2022-00137,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091308907.jpg,종료(안락사),F,N,뒷다리 불편함,고령군 임시보호소,010-8589-9575,경상북도 고령군 운수면 하법길 37 (운수면),경상북도 고령군,고령군,054-950-7472,
447520000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091308593_s.jpg,2022-08-09,쌍림면 신촌유원지,[개] 웰시 코기 펨브로크,흰색 황토색,2019(년생),6.50(Kg),경북-고령-2022-00136,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091308593.jpg,종료(반환),M,N,금속 재질 목줄,고령군 임시보호소,010-8589-9575,경상북도 고령군 운수면 하법길 37 (운수면),경상북도 고령군,고령군,054-950-7472,
447519000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091308639_s.jpg,2022-08-09,화양읍 삼신길3,[개] 믹스견,흰색,2020(년생),12(Kg),경북-청도-2022-00150,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091308639.jpg,보호중,F,N,새끼와같이 구조/초록색목줄,청도군동물보호소,054-370-6558,경상북도 청도군 화양읍 청화3길 10  청도군 농업기술센터,경상북도 청도군,청도군,054-370-6558,
447519000000000,http://www.animal.go.kr/files/shelter/2022/07/20220809130879_s.jpg,2022-08-09,화양읍 삼신길3,[개] 믹스견,흰색,2022(년생),2(Kg),경북-청도-2022-00149,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/20220809130879.jpg,보호중,F,U,2개월추정/어미와같이 구조,청도군동물보호소,054-370-6558,경상북도 청도군 화양읍 청화3길 10  청도군 농업기술센터,경상북도 청도군,청도군,054-370-6558,
447519000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091108875_s.jpg,2022-08-09,화양읍 삼신길3,[개] 믹스견,갈색,2022(년생),2(Kg),경북-청도-2022-00148,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091108875.jpg,보호중,F,U,2개월추정/어미와같이 구조,청도군동물보호소,054-370-6558,경상북도 청도군 화양읍 청화3길 10  청도군 농업기술센터,경상북도 청도군,청도군,054-370-6558,
447519000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091108995_s.jpg,2022-08-09,화양읍 삼신길3,[개] 믹스견,검갈색,2022(년생),2(Kg),경북-청도-2022-00147,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091108995.jpg,보호중,M,U,2개월추정/어미와같이 구조,청도군동물보호소,054-370-6558,경상북도 청도군 화양읍 청화3길 10  청도군 농업기술센터,경상북도 청도군,청도군,054-370-6558,
447519000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091108758_s.jpg,2022-08-09,화양읍 삼신길3,[개] 믹스견,황갈색,2022(년생),2(Kg),경북-청도-2022-00146,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091108758.jpg,보호중,F,U,2개월추정/어미와같이 구조,청도군동물보호소,054-370-6558,경상북도 청도군 화양읍 청화3길 10  청도군 농업기술센터,경상북도 청도군,청도군,054-370-6558,
447513000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091508268_s.jpg,2022-08-09,와촌 계당리,[개] 푸들,갈색,2020(년생),4(Kg),경북-경산-2022-00543,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091508268.jpg,보호중,F,N,"인근 주택가 텃발에 들어와 구조, 단미가 되어있음",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,
447513000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091508614_s.jpg,2022-08-09,진량 아사리,[개] 믹스견,검갈색,2022(년생),1.8(Kg),경북-경산-2022-00542,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091508614.jpg,보호중,F,N,"생후 47일령, 어미(414번, 9kg)가 출산 1일차에 입소하여 함께 보호중",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,
447513000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091508357_s.jpg,2022-08-09,진량 아사리,[개] 믹스견,검갈 블랙탄,2022(년생),1.78(Kg),경북-경산-2022-00541,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091508357.jpg,보호중,M,N,"생후 47일령, 어미(414번, 9kg)가 출산 1일차에 입소하여 함께 보호중",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,
447513000000000,http://www.animal.go.kr/files/shelter/2022/07/20220809150831_s.jpg,2022-08-09,진량 아사리,[개] 믹스견,"검정, 흰색",2022(년생),2.22(Kg),경북-경산-2022-00540,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/20220809150831.jpg,보호중,F,N,"생후 47일령, 어미(414번, 9kg)가 출산 1일차에 입소하여 함께 보호중",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,
447513000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091508904_s.jpg,2022-08-09,진량 아사리,[개] 믹스견,"검정, 흰색",2022(년생),1.76(Kg),경북-경산-2022-00539,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091508904.jpg,보호중,F,N,"생후 47일령, 어미(414번, 9kg)가 출산 1일차에 입소하여 함께 보호중",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,
447513000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091508545_s.jpg,2022-08-09,진량 아사리,[개] 믹스견,"검정, 흰색",2022(년생),1.58(Kg),경북-경산-2022-00538,2022-08-09,2022-08-19,http://www.animal.go.kr/files/shelter/2022/07/202208091508545.jpg,보호중,M,N,"생후 47일령, 어미(414번, 9kg)가 출산 1일차에 입소하여 함께 보호중",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,
447512000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091708293[1]_s.jpg,2022-08-09,가은읍사무소,[고양이] 한국 고양이,황갈색,2017(년생),3(Kg),경북-문경-2022-00288,2022-08-09,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208091708293[1].jpg,종료(자연사),F,N,교통사로로 내장다쳐서 위중합,종합가축병원,054-552-2233,경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,경상북도 문경시,문경시 유통축산과,054-550-6282,
447512000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091508307_s.jpg,2022-08-09,주흘로420,[고양이] 한국 고양이,"황색,흰색",2022(년생),0.5(Kg),경북-문경-2022-00287,2022-08-09,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208091508307.jpg,종료(입양),M,N,40일령 새끼 고양이,종합가축병원,054-552-2233,경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,경상북도 문경시,문경시 유통축산과,054-550-6282,
447512000000000,http://www.animal.go.kr/files/shelter/2022/07/202208091508222_s.jpg,2022-08-09,주흘로420,[고양이] 한국 고양이,"황색,갈색",2022(년생),0.4(Kg),경북-문경-2022-00286,2022-08-09,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208091508222.jpg,보호중,M,N,40일령 새끼 고양이,종합가축병원,054-552-2233,경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,경상북도 문경시,문경시 유통축산과,054-550-6282,
