desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel
448548000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221308284_s.jpg,2022-08-22,합천소방서,[개] 믹스견,검은색,2019(년생),11(Kg),경남-합천-2022-00349,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221308284.jpg,보호중,M,N,온순,태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,정주연,055-930-3565
448548000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221308360_s.jpg,2022-08-22,용주면,[개] 믹스견,흰색,2016(년생),8(Kg),경남-합천-2022-00348,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221308360.jpg,보호중,F,N,온순함,태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,정주연,055-930-3565
448548000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221108494_s.jpg,2022-08-22,초계면,[개] 믹스견,갈색,2022(년생),11(Kg),경남-합천-2022-00347,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221108494.jpg,보호중,M,N,활발함,태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,정주연,055-930-3565
448548000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221108750_s.jpg,2022-08-22,초계면,[개] 믹스견,검은색,2022(년생),9(Kg),경남-합천-2022-00346,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221108750.jpg,보호중,M,N,사람을 경계 마을 배회,태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,정주연,055-930-3565
448548000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221108298_s.jpg,2022-08-22,율곡면,[개] 믹스견,갈색,2020(년생),3(Kg),경남-합천-2022-00345,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221108298.jpg,보호중,F,N,"마을배회 ,",태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,정주연,055-930-3565
448548000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221108356_s.jpg,2022-08-22,율곡면,[개] 믹스견,갈색,2021(년생),3(Kg),경남-합천-2022-00344,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221108356.jpg,보호중,F,N,온순함,태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,정주연,055-930-3565
448548000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221108928_s.jpg,2022-08-22,율곡면,[개] 믹스견,흰색,2019(년생),6(Kg),경남-합천-2022-00343,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221108928.jpg,보호중,F,N,목줄착용 . 마을 배회,태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,정주연,055-930-3565
448543000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221708379_s.jpg,2022-08-22,경남 남해군 이동면 마늘나라 인근,[개] 푸들,까만색,2020(년생),4(Kg),경남-남해-2022-00158,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221708379.jpeg,보호중,M,N,"목줄착용, 온순하며 주인 있을 것으로 추정",남해군유기동물보호소,055-862-5041,경상남도 남해군 이동면 무림로 33-13 (이동면),경상남도 남해군,남해군,055-860-3974
448541000000000,http://www.animal.go.kr/files/shelter/2022/08/202208222108778_s.jpg,2022-08-22,계성면 신당,[고양이] 한국 고양이,노랑+흰색,2022(년생),0.5(Kg),경남-창녕-2022-00580,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208222108778.jpg,보호중,F,N,어미사망으로 혼자 살아가기 어려움,창녕 유기동물보호소,010-5488-5003,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,경상남도 창녕군,창녕군,055-530-6103
448541000000000,http://www.animal.go.kr/files/shelter/2022/08/202208222008933_s.jpg,2022-08-22,계성면 신당,[고양이] 한국 고양이,흰색,2022(년생),1(Kg),경남-창녕-2022-00579,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208222008933.jpg,보호중,M,N,어미사망으로 혼자 살아가기 어려움,창녕 유기동물보호소,010-5488-5003,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,경상남도 창녕군,창녕군,055-530-6103
448537000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221408543_s.jpg,2022-08-22,일운면 서희아파트,[개] 골든 리트리버,연갈색,2019(년생),25(Kg),경남-거제-2022-00850,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221408543.jpg,보호중,F,U,"파란목줄착용,경계심함",거제시유기동물보호소,055-639-6368,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장) 거제시유기동물보호소",경상남도 거제시,김부근,055-639-6366
448537000000000,http://www.animal.go.kr/files/shelter/2022/08/20220822140899_s.jpg,2022-08-22,옥포동 두련빌,[개] 코카 스파니엘,연갈색,2007(년생),11(Kg),경남-거제-2022-00849,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/20220822140899.jpg,보호중,M,Y,견주사망.나이많음,거제시유기동물보호소,055-639-6368,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장) 거제시유기동물보호소",경상남도 거제시,김부근,055-639-6366
448537000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221008754_s.jpg,2022-08-22,거제남서로1870-4,[개] 믹스견,검정,2022(년생),5(Kg),경남-거제-2022-00848,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221008754.jpg,보호중,F,N,새끼견,거제시유기동물보호소,055-639-6368,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장) 거제시유기동물보호소",경상남도 거제시,김부근,055-639-6366
448537000000000,http://www.animal.go.kr/files/shelter/2022/08/202208220808270_s.jpg,2022-08-22,거제면 정글돔 부근,[고양이] 한국 고양이,"검정,갈색",2022(년생),1(Kg),경남-거제-2022-00847,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208220808270.jpg,보호중,Q,N,머리에 혹(고름)있음,거제시유기동물보호소,055-639-6368,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장) 거제시유기동물보호소",경상남도 거제시,김부근,055-639-6366
448534000000000,http://www.animal.go.kr/files/shelter/2022/08/20220822150880_s.jpg,2022-08-22,사천읍 선인택지지구,[개] 보더 콜리,"검정,흰색",2019(년생),15(Kg),경남-사천-2022-00333,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/20220822150880.jpg,보호중,M,N,★매력이 흘러 넘치는 사람을 좋아하고 순한 귀염둥이 강아지 ★,사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시농업기술센터,경상남도 사천시,강환희,055-831-3768
448534000000000,http://www.animal.go.kr/files/shelter/2022/08/20220822140836[1]_s.jpg,2022-08-22,곤명면 본촌리 139번지,[개] 라브라도 리트리버,흰색,2017(년생),34(Kg),경남-사천-2022-00332,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/20220822140836[1].jpg,보호중,F,N,임신으로 추정됨. 심장 사상충 있음. 사람을 좋아하며 온순함,사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시농업기술센터,경상남도 사천시,강환희,055-831-3768
448533000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221608923_s.jpg,2022-08-22,해저터널,[개] 믹스견,흰색,2018(년생),8.3(Kg),경남-통영-2022-00317,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221608923.jpg,보호중,M,N,"빨간색 목줄 착용, 순함, 얼굴쪽 부분미용 돼있음",통영시동물보호센터,055-650-6253,경상남도 통영시 광도면 전두1길 9-8,경상남도 통영시,최민정,055-650-6254
448532000000000,http://www.animal.go.kr/files/shelter/2022/08/20220822130846_s.jpg,2022-08-22,용원동 일신님A 정문 부근,[개] 믹스견,흰색,2020(년생),7(Kg),경남-창원3-2022-00231,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/20220822130846.jpg,보호중,F,N,"노란색 목줄 착용,  사람 좋아함",진해유기동물보호소,055-225-5701,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,경상남도 창원시 진해구,창원진해구,055-225-5701
448532000000000,http://www.animal.go.kr/files/shelter/2022/08/20220822130883_s.jpg,2022-08-22,이동로 51 부근,[개] 프렌치 불독,연갈색,2019(년생),8(Kg),경남-창원3-2022-00230,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/20220822130883.jpg,보호중,F,Y,"아무것도 착용 안함, 엄청 순함",진해유기동물보호소,055-225-5701,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,경상남도 창원시 진해구,창원진해구,055-225-5701
448532000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221308299_s.jpg,2022-08-22,원포동 302 카페 부근,[개] 믹스견,연갈색,2018(년생),6(Kg),경남-창원3-2022-00229,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221308299.jpg,보호중,F,N,"경계심 심함, 오른쪽 눈 눈꼽 많음, 기력이 없음",진해유기동물보호소,055-225-5701,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,경상남도 창원시 진해구,창원진해구,055-225-5701
448531000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221308703_s.jpg,2022-08-22,진주시 이현동 이현웰가,[개] 믹스견,흰색+갈색+검정색,2022(년생),8.5(Kg),경남-진주-2022-00476,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221308703.jpg,보호중,M,N,순함 사람좋아함,진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설)",경상남도 진주시,진주시청,055-749-6204
448531000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221108414_s.jpg,2022-08-22,진주시 지수면 금평로 187,[개] 믹스견,검정색+갈색+흰색,2022(년생),8.7(Kg),경남-진주-2022-00475,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221108414.jpg,보호중,M,N,순함 겁이많음,진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설)",경상남도 진주시,진주시청,055-749-6204
448528000000000,http://www.animal.go.kr/files/shelter/2022/08/202208220708549_s.jpg,2022-08-22,내서읍 삼계로 69,[개] 베들링턴 테리어,흰색,2021(년생),12(Kg),경남-창원2-2022-00209,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208220708549.jpg,보호중,M,Y,"아무것도착용안함, 순함, 미용되어있음, 코가 갈색, 내장칩있음 이름: 젠",마산유기동물보호소,055-225-5701,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,경상남도 창원시 마산합포회원구,창원시마산합포회원구,055-225-5701
447525000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221008233_s.jpg,2022-08-22,울진대게로43,[고양이] 한국 고양이,흰.검정색,2022(년생),1.95(Kg),경북-울진-2022-00175,2022-08-22,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208221008233.jpeg,보호중,F,N,길고양이,울진군동물보호센터,054-789-6795,경상북도 울진군 울진읍 대흥신림로 916-37,경상북도 울진군,울진군,054-789-6793
447522000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221708782_s.jpg,2022-08-22,동명면봉암리,[개] 믹스견,흰색,2020(년생),4(Kg),경북-칠곡-2022-00236,2022-08-22,2022-08-30,http://www.animal.go.kr/files/shelter/2022/08/202208221708782.jpg,보호중,F,N,파란색목테착용젖상태와배가불러임신가능성,칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍),경상북도 칠곡군,동물보호담당,054-979-6493
447522000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221708665_s.jpg,2022-08-22,지천면황학리,[개] 믹스견,베이지,2019(년생),25(Kg),경북-칠곡-2022-00235,2022-08-22,2022-08-30,http://www.animal.go.kr/files/shelter/2022/08/202208221708665.jpg,보호중,M,N,목줄없이돌아다님성격은온순함,칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍),경상북도 칠곡군,동물보호담당,054-979-6493
447520000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221108778_s.jpg,2022-08-22,개진면 부리354,[개] 믹스견,회색,2019(년생),4.50(Kg),경북-고령-2022-00145,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221108778.jpg,보호중,M,N,겁이많음,고령군 임시보호소,010-8589-9575,경상북도 고령군 운수면 하법길 37 (운수면),경상북도 고령군,고령군,054-950-7472
447520000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221108759_s.jpg,2022-08-22,서안면 득성길19,[개] 믹스견,갈색,2019(년생),4.00(Kg),경북-고령-2022-00144,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221108759.jpg,보호중,F,N,도로주변에서 포획,고령군 임시보호소,010-8589-9575,경상북도 고령군 운수면 하법길 37 (운수면),경상북도 고령군,고령군,054-950-7472
447520000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221108607_s.jpg,2022-08-22,성산면 득성길19,[개] 믹스견,황토색,2018(년생),4.00(Kg),경북-고령-2022-00143,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221108607.jpg,보호중,M,N,도로주변에서 포획,고령군 임시보호소,010-8589-9575,경상북도 고령군 운수면 하법길 37 (운수면),경상북도 고령군,고령군,054-950-7472
447513000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221108787_s.jpg,2022-08-22,압량 가일리,[개] 믹스견,"검정, 흰색",2020(년생),12.7(Kg),경북-경산-2022-00564,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221108787.jpg,보호중,M,N,"인근 밭에서 구조, 성격이 순하고 밝음",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744
447513000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221008214_s.jpg,2022-08-22,옥곡동,[고양이] 한국 고양이,삼색,2022(년생),0.54(Kg),경북-경산-2022-00563,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221008214.jpg,보호중,F,N,"생후 60일령 인근 아파트 내에서 구조, 약간의 감기, 눈곱이 있음",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744
447513000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221008665_s.jpg,2022-08-22,백천동,[고양이] 한국 고양이,치즈태비,2022(년생),1.38(Kg),경북-경산-2022-00562,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221008665.jpg,보호중,M,N,"생후 4개월령 추정, 인근 아파트 주차장에서 구조, 교통사고로 인한 좌측두부외상 및 부종, 타박상",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744
447513000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221008320_s.jpg,2022-08-22,압량 신대리,[고양이] 한국 고양이,치즈태비,2020(년생),8.3(Kg),경북-경산-2022-00561,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221008320.jpg,보호중,F,N,"인근 공원에서 계속 사람을 따라와서 구조, 약간의 피부병이 있으며 비만, 유실고양이 추정",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744
447513000000000,http://www.animal.go.kr/files/shelter/2022/08/20220822100850_s.jpg,2022-08-22,남산 상대리,[개] 시바,"갈색, 흰색",2019(년생),9.7(Kg),경북-경산-2022-00560,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/20220822100850.jpg,보호중,M,N,인근 카페 앞에서 배회하여 구조,경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744
447512000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221708483_s.jpg,2022-08-22,농협공판장인근,[개] 믹스견,"흰,갈색",2021(년생),6(Kg),경북-문경-2022-00300,2022-08-22,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208221708483.jpg,보호중,F,N,불안해 하고 잘짖름,종합가축병원,054-552-2233,경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,경상북도 문경시,문경시 유통축산과,054-550-6282
447512000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221408837[1]_s.jpg,2022-08-22,마성 남호,[고양이] 한국 고양이,삼색,2021(년생),2.2(Kg),경북-문경-2022-00299,2022-08-22,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208221408837[1].jpg,보호중,F,N,"부만한 어미 고양이,하체를 쓰지 못하고 잘먹지 않음",종합가축병원,054-552-2233,경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,경상북도 문경시,문경시 유통축산과,054-550-6282
447511000000000,http://www.animal.go.kr/files/shelter/2022/08/202208222008510_s.jpg,2022-08-22,상주시 화산동 일대,[개] 믹스견,흰,2021(년생),30(Kg),경북-상주-2022-00245,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208222008510.png,보호중,F,N,하우스에 들어온 강아지,상주유기동물보호센터,010-3111-8184,경상북도 상주시 청리면 남상주로 1205-59,경상북도 상주시,이상원,054-537-7471
447509000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221508165_s.jpg,2022-08-22,안풍로253번길55-31,[개] 믹스견,황색,2018(년생),6(Kg),경북-영주-2022-00232,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221508165.jpg,보호중,M,N,사나움,영주시 동물보호센터,010-6682-1185,경상북도 영주시 문수면 반구로324번길 135 (문수면) 장수면 반구리 407-8,경상북도 영주시,영주시,054-639-7592
447509000000000,http://www.animal.go.kr/files/shelter/2022/08/202208221508879_s.jpg,2022-08-22,안풍로253번길55-31,[개] 믹스견,검정,2018(년생),6(Kg),경북-영주-2022-00231,2022-08-22,2022-09-01,http://www.animal.go.kr/files/shelter/2022/08/202208221508879.jpg,보호중,F,N,사나움,영주시 동물보호센터,010-6682-1185,경상북도 영주시 문수면 반구로324번길 135 (문수면) 장수면 반구리 407-8,경상북도 영주시,영주시,054-639-7592
