desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161308194_s.jpg,2022-08-16,"김해시 분성로 390번길 41, 대건아파트",[고양이] 한국 고양이,황색+흰색,2019(년생),3(Kg),경남-김해-2022-00991,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161308194.jpeg,보호중,M,U,"2-322, 사고로인한하지마비, 경계심과공격성이강함",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/20220816130835_s.jpg,2022-08-16,"김해시 우암로 18, 경원고등학교",[고양이] 한국 고양이,검정색+흰색,2022(년생),0.55(Kg),경남-김해-2022-00990,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/20220816130835.jpeg,보호중,Q,U,"2-321, 3개월미만추정, 심각한안질환과콧물, 경계심이강함, 기력없음",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161308843_s.jpg,2022-08-16,김해시 장유로 324번길 18,[고양이] 한국 고양이,검정색+회색+흰색,2022(년생),0.35(Kg),경남-김해-2022-00989,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161308843.jpeg,보호중,Q,U,"2-320, 3개월미만추정, 젖먹이3두, 인공수유, 영양상태부족",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161308187_s.jpg,2022-08-16,김해시 장유로 324번길 18,[고양이] 한국 고양이,검정색+회색+흰색,2022(년생),0.35(Kg),경남-김해-2022-00988,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161308187.jpeg,보호중,Q,U,"2-319, 3개월미만추정, 젖먹이3두, 인공수유, 영양상태부족",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161308145_s.jpg,2022-08-16,김해시 장유로 324번길 18,[고양이] 한국 고양이,검정색+회색+흰색,2022(년생),0.35(Kg),경남-김해-2022-00987,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161308145.jpeg,보호중,Q,U,"2-318, 3개월미만추정, 젖먹이3두, 인공수유, 영양상태부족",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161308924_s.jpg,2022-08-16,김해시 장유로 324번길 18,[고양이] 한국 고양이,검정색+회색+흰색,2022(년생),0.35(Kg),경남-김해-2022-00986,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161308924.jpeg,보호중,Q,U,"2-317, 3개월미만추정, 젖먹이3두, 인공수유, 영양상태부족",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161308620_s.jpg,2022-08-16,김해시 대청계곡길 153-8,[개] 믹스견,검정색+황색,2022(년생),1.5(Kg),경남-김해-2022-00985,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161308620.jpeg,보호중,F,U,"1-663, 1개월추정, 젖먹이2두동시입소, 인공수유, 영양상태부족",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161308666_s.jpg,2022-08-16,김해시 대청계곡길 153-8,[개] 믹스견,검정색+황색,2022(년생),1.5(Kg),경남-김해-2022-00984,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161308666.jpeg,보호중,F,U,"1-662, 1개월추정, 젖먹이2두동시입소, 인공수유, 영양상태부족",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161308845_s.jpg,2022-08-16,김해시 동부소방서 119구조대,[개] 믹스견,흰색,2022(년생),15(Kg),경남-김해-2022-00983,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161308845.jpeg,보호중,F,U,"1-661, 온순하고사람을잘따름, 뾰족한귀가매력적",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161308121_s.jpg,2022-08-16,김해시 동부소방서 119구조대,[개] 믹스견,흰색,2017(년생),11(Kg),경남-김해-2022-00982,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161308121.jpeg,보호중,F,U,"1-660, 경계심이있음, 젖이차있음, 출산견의로추정",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161308178_s.jpg,2022-08-16,김해시 월산로 112-24,[개] 믹스견,연한황색+흰색,2022(년생),4(Kg),경남-김해-2022-01000,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161308178.jpeg,보호중,M,U,"1-659, 4개월추정, 2두동시입소, 겁이많고사람을경계함, 외상이있음",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161308757_s.jpg,2022-08-16,김해시 월산로 112-34,[개] 믹스견,연한황색+흰색,2022(년생),4(Kg),경남-김해-2022-00999,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161308757.jpeg,보호중,M,U,"1-658, 4개월추정, 2두동시입소, 겁이많고사람을경계함, 외상이있음",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108518_s.jpg,2022-08-16,김해시 구산동 백조아파트,[개] 말티즈,흰색,2015(년생),6.5(Kg),경남-김해-2022-00998,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108518.jpeg,보호중,F,U,"1-657, 온순하고사람을잘따름, 털관리가안되어있음",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108870_s.jpg,2022-08-16,김해시 동부소방서 생림119안전센터,[개] 믹스견,흰색,2022(년생),1(Kg),경남-김해-2022-00997,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108870.jpeg,보호중,F,U,"1-656, 1개월추정, 젖먹이5두동시입소, 인공수유, 기력없음",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108225_s[1].jpg,2022-08-16,김해시 동부소방서 생림119안전센터,[개] 믹스견,흰색,2022(년생),1(Kg),경남-김해-2022-00996,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108225.jpeg,보호중,F,U,"1-655, 1개월추정, 젖먹이5두동시입소, 인공수유, 기력없음",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108933_s[1].jpg,2022-08-16,김해시 동부소방서 생림119안전센터,[개] 믹스견,흰색,2022(년생),1(Kg),경남-김해-2022-00995,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108933.jpeg,보호중,M,U,"1-654, 1개월추정, 젖먹이5두동시입소, 인공수유, 기력없음",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108207_s.jpg,2022-08-16,김해시 동부소방서 생림119안전센터,[개] 믹스견,흰색,2022(년생),1(Kg),경남-김해-2022-00994,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108207.jpeg,보호중,M,U,"1-653, 1개월추정, 젖먹이5두동시입소, 인공수유, 기력없음",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108356_s.jpg,2022-08-16,김해시 동부소방서 생림119안전센터,[개] 믹스견,흰색,2022(년생),1(Kg),경남-김해-2022-00993,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108356.jpeg,보호중,M,U,"1-652, 1개월추정, 젖먹이5두동시입소, 인공수유, 기력없음",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448535000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108537_s.jpg,2022-08-16,김해시 흥동 43-19,[개] 그레이 하운드,검정색+황색,2019(년생),16(Kg),경남-김해-2022-00992,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108537.jpeg,보호중,M,U,"1-651, 털무늬가매력적, 힘이좋음, 사람을잘따름",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,,,,,
448534000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108499_s.jpg,2022-08-16,서포면 구송로 304-42,[개] 믹스견,베이지색,2020(년생),6(Kg),경남-사천-2022-00328,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108499.jpg,보호중,M,N,사람을 좋아하는 순딩순딩 강아지~★,사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시농업기술센터,경상남도 사천시,강환희,055-831-3768,,,,,
448534000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108185_s.jpg,2022-08-16,백천사 입구,[개] 믹스견,베이지,2020(년생),6(Kg),경남-사천-2022-00327,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108185.jpg,보호중,F,N,사람을 잘 따르고 순한 강아지 ♡,사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시농업기술센터,경상남도 사천시,강환희,055-831-3768,,,,,
448534000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161008690_s.jpg,2022-08-16,사천읍 토촌길 6-102,[개] 믹스견,흰색,2021(년생),10(Kg),경남-사천-2022-00326,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161008690.jpg,보호중,M,N,사람을 좋아하는  애교 덩어리 강아지 ★,사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시농업기술센터,경상남도 사천시,강환희,055-831-3768,,,,,
448533000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161608910_s.jpg,2022-08-16,통영문화원 인근,[개] 믹스견,"검정색,흰색",2021(년생),1.8(Kg),경남-통영-2022-00305,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161608910.jpg,종료(반환),M,N,순함.,통영시동물보호센터,055-650-6253,경상남도 통영시 광도면 전두1길 9-8,경상남도 통영시,최민정,055-650-6254,,,,,
448528000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108234_s.jpg,2022-08-16,구산면 사궁두미길 244-34,[개] 믹스견,갈색+검정,2021(년생),20(Kg),경남-창원2-2022-00204,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108234.jpg,종료(반환),M,N,"목줄착용, 순함, 입주변이 검은편, 비 맞고 돌아 다녔나봄",마산유기동물보호소,055-225-5701,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,경상남도 창원시 마산합포회원구,창원시마산합포회원구,055-225-5701,,,,,
448528000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108594_s.jpg,2022-08-16,진동면 해양관광로 213,[개] 믹스견,검정,2021(년생),6.5(Kg),경남-창원2-2022-00203,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108594.jpg,종료(반환),M,Y,"빨간목줄착용(인식표처럼되있음), 뒷다리 다친건지 기립못함, 내장칩있음 이름: 연탄이",마산유기동물보호소,055-225-5701,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,경상남도 창원시 마산합포회원구,창원시마산합포회원구,055-225-5701,,,,,
447518000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161708764_s.jpg,2022-08-16,영해면 성내2리 원당길25부근,[고양이] 한국 고양이,노랑,2022(년생),0.5(Kg),경북-영덕-2022-00244,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161708764.jpg,보호중,Q,N,온순하고 사람을 잘따름.앞다리 가벼운 상처,영덕유기동물보호센터,054-730-6286,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군,최부학,054-730-6286,,,,,
447518000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161608595_s.jpg,2022-08-16,영해면 성내2리 원당길25부근,[고양이] 한국 고양이,갈색.노랑,2022(년생),0.5(Kg),경북-영덕-2022-00243,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161608595.jpg,보호중,Q,N,온순하고 사람을 잘 따름,영덕유기동물보호센터,054-730-6286,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군,최부학,054-730-6286,,,,,
447518000000000,http://www.animal.go.kr/files/shelter/2022/08/20220816160893_s[1].jpg,2022-08-16,영덕읍 샛터길68부근,[개] 믹스견,흰색.노랑,2016(년생),3(Kg),경북-영덕-2022-00242,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/20220816160893.jpg,보호중,F,N,온순하나 사람을 멀리함,영덕유기동물보호센터,054-730-6286,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군,최부학,054-730-6286,,,,,
447518000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161608815[1]_s.jpg,2022-08-16,영덕읍 샛터길68부근,[개] 믹스견,누런.검정,2020(년생),8(Kg),경북-영덕-2022-00241,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161608815[1].jpg,보호중,M,N,온순하나 사람을 멀리함,영덕유기동물보호센터,054-730-6286,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군,최부학,054-730-6286,,,,,
447513000000000,http://www.animal.go.kr/files/shelter/2022/08/202208160908720[1]_s.jpg,2022-08-16,사동,[개] 골든 리트리버,"크림색, 흰색",2022(년생),15.5(Kg),경북-경산-2022-00551,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208160908720[1].jpg,종료(반환),F,N,"생후 7개월령 추정, 인근 대로에서 배회하여 구조, 목태한 흔적이 있음",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,,,,,
447513000000000,http://www.animal.go.kr/files/shelter/2022/08/202208160908327_s[1].jpg,2022-08-16,와촌 계전리,[개] 푸들,검정,2015(년생),3.7(Kg),경북-경산-2022-00550,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208160908327.jpg,보호중,M,N,"인근 밭에서 구조, 우안 눈병이 있음",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,,,,,
447513000000000,http://www.animal.go.kr/files/shelter/2022/08/202208160908414_s.jpg,2022-08-16,하양 금락리,[개] 믹스견,"갈색, 흰색",2021(년생),8.5(Kg),경북-경산-2022-00549,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208160908414.jpg,보호중,F,N,"하양역 앞 대로에서 배회하여 구조, 붉은색 목태 착용, 체인줄이 달려있음",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,,,,,
447513000000000,http://www.animal.go.kr/files/shelter/2022/08/202208160908815[1]_s.jpg,2022-08-16,진량 신제리,[고양이] 한국 고양이,"흰색, 치즈태비",2022(년생),0.48(Kg),경북-경산-2022-00548,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208160908815[1].jpg,보호중,F,N,"생후 50일령 추정, 인근 공터에서 발견되어 구조, 감기, 탈수가 있음",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,,,,,
447513000000000,http://www.animal.go.kr/files/shelter/2022/08/202208160908995_s.jpg,2022-08-16,삼남동,[개] 포메라니안,갈색,2015(년생),3.8(Kg),경북-경산-2022-00547,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208160908995.jpg,종료(반환),M,N,인근 초등학교 부근 대로에서 배회하여 구조,경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,,,,,
447511000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161608181_s.jpg,2022-08-16,상주시 아리랑로 일대,[개] 믹스견,흰,2021(년생),6(Kg),경북-상주-2022-00238,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161608181.png,보호중,F,N,아리랑로 부근을 배회하다 구조됨,상주유기동물보호센터,010-3111-8184,경상북도 상주시 청리면 남상주로 1205-59,경상북도 상주시,이상원,054-537-7471,,,,,
447510000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161908279_s.jpg,2022-08-16,장수로 340(서산동)(미래씽크),[개] 믹스견,흰색,2014(년생),20(Kg),경북-영천-2022-00256,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161908279.jpg,보호중,M,N,진돗개 믹스,영천유기동물보호센터,054-339-7177,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터)",경상북도 영천시,정재성,054-339-7177,,,,,
447510000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161908451_s.jpg,2022-08-16,대창면 운천리 780-3(대창동부교회),[개] 믹스견,흰색,2021(년생),10(Kg),경북-영천-2022-00255,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161908451.jpg,보호중,M,N,피부병 심함,영천유기동물보호센터,054-339-7177,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터)",경상북도 영천시,정재성,054-339-7177,,,,,
447508000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161308420[1]_s.jpg,2022-08-16,선산읍 완전리 부근,[개] 골든 리트리버,"갈,금색",2020(년생),27(Kg),경북-구미-2022-00543,2022-08-16,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208161308420[1].jpg,종료(반환),M,N,"온순하고 잘따름,관리가 잘됨",구미시 동물보호센터,054-471-5718,경상북도 구미시 해평면 낙동대로 2206,경상북도 구미시,백창훈,054-480-5842,,,,,
447505000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161708511_s.jpg,2022-08-16,동경이보존협회,[개] 말티즈,흰색,2016(년생),2.8(Kg),경북-경주-2022-00822,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161708511.jpg,보호중,F,N,"관리상태 매우 안좋음,칩있으나 정보없음(16년도 중국입국)",경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,경주시,054-760-2883,,,,,
447505000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161708406_s.jpg,2022-08-16,암곡3길 7,[개] 시츄,"갈,검,흰",2015(년생),6(Kg),경북-경주-2022-00821,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161708406.jpg,보호중,F,U,"양쪽 눈 살짝 백내장, 매우 온순",경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,경주시,054-760-2883,,,,,
447505000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161608649_s.jpg,2022-08-16,새안현로214-47,[개] 보더 콜리,블루멀,2022(년생),4.17(Kg),경북-경주-2022-00820,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161608649.jpg,보호중,F,N,"3개월 추정 귀요미,기운없음,칩없음",경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,경주시,054-760-2883,,,,,
447505000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161608671_s.jpg,2022-08-16,천북면 새터흥림길 1-75별빛마루글램핑,[개] 믹스견,화운,2022(년생),1.27(Kg),경북-경주-2022-00819,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161608671.jpg,보호중,M,N,"2개월 추정 5남매,순딩 성격좋은 야무진 꼬맹이,피부병",경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,경주시,054-760-2883,,,,,
